nr,forest,latitude,longitude,map,mat,species,family,individual,pft,age (yr),a.lf,a.stba,a.stbc,h.c,m.lf,m.st,m.so,m.br,m.rf,m.rc,m.rt,m.to,a.ilf,ma.ilf,r.st,growingCondition,status,light
622,La Chonta (MOIST),-15,-62,1580,25.3,Centrolobium microchaete,Fabaceae - Papilionoideae,10,EA,0.667,62.971,2.806,1.41,135,0.152,0.144,0.296,,0.008,0.122,0.13,0.426,8.996,24.138,0.516,FW,3,full overhead light along logging road or in tree fall gap
623,La Chonta (MOIST),-15,-62,1580,25.3,Trema micrantha,Ulmaceae,1,EA,0.667,73.088,5.983,0.95,265,0.131,0.189,0.32,,0.118,0.042,0.16,0.48,8.121,17.924,0.23,FW,3,full overhead light along logging road or in tree fall gap
624,La Chonta (MOIST),-15,-62,1580,25.3,Trema micrantha,Ulmaceae,2,EA,0.667,447.454,9.24,0.65,322,0.955,0.493,1.448,0.101,0.162,0.108,0.27,1.718,15.429,21.343,0.372,FW,3,full overhead light along logging road or in tree fall gap
625,La Chonta (MOIST),-15,-62,1580,25.3,Trema micrantha,Ulmaceae,3,EA,0.667,225.422,5.269,1.075,296,0.506,0.290,0.796,0.024,0.177,0.04,0.217,1.013,12.523,22.447,0.337,FW,3,full overhead light along logging road or in tree fall gap
626,La Chonta (MOIST),-15,-62,1580,25.3,Trema micrantha,Ulmaceae,4,EA,0.667,51.628,1.744,0.515,131,0.11,0.057,0.167,,0.04,0.015,0.055,0.222,8.605,21.306,0.407,FW,3,full overhead light along logging road or in tree fall gap
627,La Chonta (MOIST),-15,-62,1580,25.3,Trema micrantha,Ulmaceae,5,EA,0.667,79.554,3.142,1.131,207,0.174,0.106,0.28,,0.02,0.045,0.065,0.345,11.365,21.872,0.249,FW,3,full overhead light along logging road or in tree fall gap
628,La Chonta (MOIST),-15,-62,1580,25.3,Trema micrantha,Ulmaceae,6,EA,0.667,87.768,5.309,2.545,116,0.335,0.126,0.461,,0.108,0.08,0.188,0.649,7.314,38.169,0.283,FW,3,full overhead light along logging road or in tree fall gap
629,La Chonta (MOIST),-15,-62,1580,25.3,Trema micrantha,Ulmaceae,7,EA,0.667,81.558,4.083,2.806,100,0.253,0.095,0.348,,0.032,0.06,0.092,0.44,6.274,31.021,0.277,FW,3,full overhead light along logging road or in tree fall gap
630,La Chonta (MOIST),-15,-62,1580,25.3,Trema micrantha,Ulmaceae,8,EA,0.667,33.612,1.131,0.679,65,0.101,0.024,0.125,,0.06,0.015,0.075,0.2,3.735,30.048,0.412,FW,3,full overhead light along logging road or in tree fall gap
631,La Chonta (MOIST),-15,-62,1580,25.3,Trema micrantha,Ulmaceae,9,EA,0.667,45.339,1.863,1.517,99,0.145,0.053,0.198,,0.083,0.012,0.095,0.293,5.038,31.981,0.317,FW,3,full overhead light along logging road or in tree fall gap
632,La Chonta (MOIST),-15,-62,1580,25.3,Trema micrantha,Ulmaceae,10,EA,0.667,78.476,2.433,1.453,75,0.282,0.069,0.351,,0.093,0.04,0.133,0.484,7.134,35.935,0.479,FW,3,full overhead light along logging road or in tree fall gap
633,La Chonta (MOIST),-15,-62,1580,25.3,Terminalia oblonga,Combretaceae,1,EA,0.667,53.731,6.743,1.606,209,0.168,0.409,0.577,,0.118,0.212,0.33,0.907,8.955,31.267,0.504,FW,3,full overhead light along logging road or in tree fall gap
634,La Chonta (MOIST),-15,-62,1580,25.3,Terminalia oblonga,Combretaceae,2,EA,0.667,134.493,10.578,1.936,232,0.5,0.669,1.169,,0.323,0.431,0.754,1.923,13.449,37.177,0.508,FW,3,full overhead light along logging road or in tree fall gap
635,La Chonta (MOIST),-15,-62,1580,25.3,Terminalia oblonga,Combretaceae,3,EA,0.667,89.738,11.824,1.267,184,0.328,0.503,0.831,,0.138,0.308,0.446,1.277,8.158,36.551,0.484,FW,3,full overhead light along logging road or in tree fall gap
636,La Chonta (MOIST),-15,-62,1580,25.3,Terminalia oblonga,Combretaceae,4,EA,0.667,86.14,7.694,3.664,184,0.339,0.497,0.836,,0.207,0.284,0.491,1.327,9.571,39.355,0.486,FW,3,full overhead light along logging road or in tree fall gap
637,La Chonta (MOIST),-15,-62,1580,25.3,Terminalia oblonga,Combretaceae,5,EA,0.667,86.71,4.714,1.791,115,0.239,0.212,0.451,,0.069,0.164,0.233,0.684,14.452,27.563,0.588,FW,3,full overhead light along logging road or in tree fall gap
638,La Chonta (MOIST),-15,-62,1580,25.3,Terminalia oblonga,Combretaceae,6,EA,0.667,238.06,11.763,2.488,160,0.971,0.457,1.428,0.01,0.19,0.381,0.571,1.999,14.004,40.788,0.436,FW,3,full overhead light along logging road or in tree fall gap
639,La Chonta (MOIST),-15,-62,1580,25.3,Terminalia oblonga,Combretaceae,7,EA,0.667,189.954,5.853,1.348,131,0.639,0.226,0.865,,0.093,0.149,0.242,1.107,12.664,33.64,0.517,FW,3,full overhead light along logging road or in tree fall gap
640,La Chonta (MOIST),-15,-62,1580,25.3,Terminalia oblonga,Combretaceae,8,EA,0.667,123.964,3.464,0.916,120,0.411,0.174,0.585,,0.037,0.094,0.131,0.716,10.33,33.155,0.706,FW,3,full overhead light along logging road or in tree fall gap
641,La Chonta (MOIST),-15,-62,1580,25.3,Terminalia oblonga,Combretaceae,9,EA,0.667,86.402,4.191,1.496,105,0.328,0.191,0.519,,0.045,0.095,0.14,0.659,8.64,37.962,0.666,FW,3,full overhead light along logging road or in tree fall gap
642,La Chonta (MOIST),-15,-62,1580,25.3,Terminalia oblonga,Combretaceae,10,EA,0.667,113.147,4.909,0.916,106,0.47,0.188,0.658,0.036,0.055,0.166,0.221,0.879,8.082,41.539,0.67,FW,3,full overhead light along logging road or in tree fall gap
643,La Chonta (MOIST),-15,-62,1580,25.3,Cariniana ianeirensis,Lecythidaceae,1,DA,0.667,50.446,11.104,2.138,159,0.152,0.283,0.435,,0.016,0.128,0.144,0.579,12.611,30.131,0.295,FW,3,full overhead light along logging road or in tree fall gap
644,La Chonta (MOIST),-15,-62,1580,25.3,Cariniana ianeirensis,Lecythidaceae,2,DA,0.667,165.911,12.692,2.324,141,0.598,0.271,0.869,,0.064,0.697,0.761,1.63,27.652,36.043,0.282,FW,3,full overhead light along logging road or in tree fall gap
645,La Chonta (MOIST),-15,-62,1580,25.3,Cariniana ianeirensis,Lecythidaceae,3,DA,0.667,52.971,8.605,0.594,161,0.172,0.104,0.276,,0.006,0.13,0.136,0.412,17.657,32.47,0.169,FW,3,full overhead light along logging road or in tree fall gap
646,La Chonta (MOIST),-15,-62,1580,25.3,Cariniana ianeirensis,Lecythidaceae,4,DA,0.667,63.66,6.202,1.606,101,0.165,0.194,0.359,,0.048,0.146,0.194,0.553,12.732,25.919,0.526,FW,3,full overhead light along logging road or in tree fall gap
647,La Chonta (MOIST),-15,-62,1580,25.3,Cariniana ianeirensis,Lecythidaceae,5,DA,0.667,154.636,13.461,2.243,170,0.62,0.278,0.898,,0.061,0.154,0.215,1.113,14.058,40.094,0.231,FW,3,full overhead light along logging road or in tree fall gap
648,La Chonta (MOIST),-15,-62,1580,25.3,Cariniana ianeirensis,Lecythidaceae,6,DA,0.667,19.294,6.975,1.72,144,0.058,0.176,0.234,,0.014,0.176,0.19,0.424,19.294,30.062,0.302,FW,3,full overhead light along logging road or in tree fall gap
649,La Chonta (MOIST),-15,-62,1580,25.3,Cariniana ianeirensis,Lecythidaceae,7,DA,0.667,39.597,15.553,1.368,162,0.106,0.366,0.472,,0.047,0.854,0.901,1.373,19.799,26.769,0.315,FW,3,full overhead light along logging road or in tree fall gap
650,La Chonta (MOIST),-15,-62,1580,25.3,Cariniana ianeirensis,Lecythidaceae,8,DA,0.667,33.577,10.578,2.011,200,0.076,0.384,0.46,0.005,0.032,0.367,0.399,0.859,11.192,22.634,0.335,FW,3,full overhead light along logging road or in tree fall gap
651,La Chonta (MOIST),-15,-62,1580,25.3,Cariniana ianeirensis,Lecythidaceae,9,DA,0.667,10.573,12.379,1.815,136,0.022,0.236,0.258,,0.021,0.285,0.306,0.564,5.287,20.807,0.275,FW,3,full overhead light along logging road or in tree fall gap
652,La Chonta (MOIST),-15,-62,1580,25.3,Cariniana ianeirensis,Lecythidaceae,10,DA,0.667,18.868,7.069,0.899,118,0.044,0.153,0.197,,0.028,0.241,0.269,0.466,9.434,23.32,0.371,FW,3,full overhead light along logging road or in tree fall gap
653,La Chonta (MOIST),-15,-62,1580,25.3,Cariniana estrellensis,Lecythidaceae,1,EA,0.667,194.087,8.814,0.801,255,0.862,0.592,1.454,0.027,0.063,0.99,1.053,2.507,9.242,44.413,0.568,FW,3,full overhead light along logging road or in tree fall gap
654,La Chonta (MOIST),-15,-62,1580,25.3,Cariniana estrellensis,Lecythidaceae,2,EA,0.667,212.231,13.267,0.196,310,0.831,0.835,1.666,0.05,0.122,1.206,1.328,2.994,13.264,39.155,0.536,FW,3,full overhead light along logging road or in tree fall gap
655,La Chonta (MOIST),-15,-62,1580,25.3,Cariniana estrellensis,Lecythidaceae,3,EA,0.667,154.432,13.461,1.307,260,0.452,0.659,1.111,0.045,0.062,1.878,1.94,3.051,10.295,29.268,0.401,FW,3,full overhead light along logging road or in tree fall gap
656,La Chonta (MOIST),-15,-62,1580,25.3,Cariniana estrellensis,Lecythidaceae,4,EA,0.667,90.857,4.948,1.267,168,0.221,0.276,0.497,0.028,0.015,0.493,0.508,1.005,9.086,24.324,0.565,FW,3,full overhead light along logging road or in tree fall gap
657,La Chonta (MOIST),-15,-62,1580,25.3,Cariniana estrellensis,Lecythidaceae,5,EA,0.667,99.125,4.831,0.968,204,0.302,0.279,0.581,,0.023,0.318,0.341,0.922,19.825,30.466,0.515,FW,3,full overhead light along logging road or in tree fall gap
658,La Chonta (MOIST),-15,-62,1580,25.3,Cariniana estrellensis,Lecythidaceae,6,EA,0.667,37.648,2.717,0.581,104,,,,,,,,,5.378,,,FW,3,full overhead light along logging road or in tree fall gap
659,La Chonta (MOIST),-15,-62,1580,25.3,Cariniana estrellensis,Lecythidaceae,7,EA,0.667,19.823,1.348,0.166,92,0.059,0.048,0.107,,0.002,0.027,0.029,0.136,3.304,29.764,0.788,FW,3,full overhead light along logging road or in tree fall gap
660,La Chonta (MOIST),-15,-62,1580,25.3,Cariniana estrellensis,Lecythidaceae,8,EA,0.667,24.852,2.061,0.801,76,0.072,0.049,0.121,,,0.07,0.07,0.191,6.213,28.972,0.466,FW,3,full overhead light along logging road or in tree fall gap
661,La Chonta (MOIST),-15,-62,1580,25.3,Cariniana estrellensis,Lecythidaceae,9,EA,0.667,66.668,3.941,0.882,120,0.199,0.144,0.343,,0.014,0.222,0.236,0.579,6.061,29.849,0.538,FW,3,full overhead light along logging road or in tree fall gap
662,La Chonta (MOIST),-15,-62,1580,25.3,Cariniana estrellensis,Lecythidaceae,10,EA,0.667,24.493,2.164,0.665,109,0.08,0.080,0.16,,0.018,0.038,0.056,0.216,4.082,32.662,0.547,FW,3,full overhead light along logging road or in tree fall gap
